Cause_of_death,Location,FIPS,Year,Mortality_rate
Other non-communicable ,Louisiana,22.0,1985,11.20
Other non-communicable ,Maine,23.0,1985,7.50
Other non-communicable ,Maryland,24.0,1985,10.69
Other non-communicable ,Massachusetts,25.0,1985,7.47
Other non-communicable ,Michigan,26.0,1985,9.29
Other non-communicable ,Minnesota,27.0,1985,7.52
Other non-communicable ,Mississippi,28.0,1985,11.87
Other non-communicable ,Missouri,29.0,1985,9.24
Other non-communicable ,Montana,30.0,1985,8.87
Other non-communicable ,Nebraska,31.0,1985,7.97
Other non-communicable ,Nevada,32.0,1985,9.31
Other non-communicable ,New Hampshire,33.0,1985,7.27
Other non-communicable ,New Jersey,34.0,1985,9.70
Other non-communicable ,New Mexico,35.0,1985,9.23
Other non-communicable ,New York,36.0,1985,8.59
Other non-communicable ,North Carolina,37.0,1985,9.93
Other non-communicable ,North Dakota,38.0,1985,7.67
Other non-communicable ,Ohio,39.0,1985,8.84
Other non-communicable ,Oklahoma,40.0,1985,9.46
Other non-communicable ,Oregon,41.0,1985,8.59
Other non-communicable ,Pennsylvania,42.0,1985,9.41
Other non-communicable ,Rhode Island,44.0,1985,7.79
Other non-communicable ,South Carolina,45.0,1985,10.77
Other non-communicable ,South Dakota,46.0,1985,8.82
Other non-communicable ,Tennessee,47.0,1985,9.73
Other non-communicable ,Texas,48.0,1985,8.88
Other non-communicable ,Utah,49.0,1985,8.86
Other non-communicable ,Vermont,50.0,1985,7.31
Other non-communicable ,Virginia,51.0,1985,9.85
Other non-communicable ,Washington,53.0,1985,8.53
Other non-communicable ,West Virginia,54.0,1985,9.64
Other non-communicable ,Wisconsin,55.0,1985,8.17
Other non-communicable ,Wyoming,56.0,1985,8.54
Other non-communicable ,United States,,1990,8.43
Other non-communicable ,Alabama,1.0,1990,10.06
Other non-communicable ,Alaska,2.0,1990,9.65
Other non-communicable ,Arizona,4.0,1990,8.05
Other non-communicable ,Arkansas,5.0,1990,9.78
Other non-communicable ,California,6.0,1990,6.93
Other non-communicable ,Colorado,8.0,1990,7.97
Other non-communicable ,Connecticut,9.0,1990,7.07
Other non-communicable ,Delaware,10.0,1990,9.36
Other non-communicable ,District of Columbia,11.0,1990,13.32
Other non-communicable ,Florida,12.0,1990,7.83
Other non-communicable ,Georgia,13.0,1990,10.36
Other non-communicable ,Hawaii,15.0,1990,7.26
Other non-communicable ,Idaho,16.0,1990,8.30
Other non-communicable ,Illinois,17.0,1990,9.38
Other non-communicable ,Indiana,18.0,1990,8.61
Other non-communicable ,Iowa,19.0,1990,7.32
Other non-communicable ,Kansas,20.0,1990,8.15
Other non-communicable ,Kentucky,21.0,1990,9.45
Other non-communicable ,Louisiana,22.0,1990,10.88
Other non-communicable ,Maine,23.0,1990,7.11
Other non-communicable ,Maryland,24.0,1990,9.73
Other non-communicable ,Massachusetts,25.0,1990,6.91
Other non-communicable ,Michigan,26.0,1990,8.66
Other non-communicable ,Minnesota,27.0,1990,7.27
Other non-communicable ,Mississippi,28.0,1990,11.46
Other non-communicable ,Missouri,29.0,1990,8.79
Other non-communicable ,Montana,30.0,1990,8.63
Other non-communicable ,Nebraska,31.0,1990,7.77
Other non-communicable ,Nevada,32.0,1990,8.74
Other non-communicable ,New Hampshire,33.0,1990,6.79
Other non-communicable ,New Jersey,34.0,1990,8.66
Other non-communicable ,New Mexico,35.0,1990,8.96
Other non-communicable ,New York,36.0,1990,7.64
Other non-communicable ,North Carolina,37.0,1990,9.46
Other non-communicable ,North Dakota,38.0,1990,7.57
Other non-communicable ,Ohio,39.0,1990,8.55
Other non-communicable ,Oklahoma,40.0,1990,9.39
Other non-communicable ,Oregon,41.0,1990,8.19
Other non-communicable ,Pennsylvania,42.0,1990,8.71
Other non-communicable ,Rhode Island,44.0,1990,7.23
Other non-communicable ,South Carolina,45.0,1990,10.23
Other non-communicable ,South Dakota,46.0,1990,8.64
Other non-communicable ,Tennessee,47.0,1990,9.49
Other non-communicable ,Texas,48.0,1990,8.63
Other non-communicable ,Utah,49.0,1990,8.44
Other non-communicable ,Vermont,50.0,1990,6.90
Other non-communicable ,Virginia,51.0,1990,9.18
Other non-communicable ,Washington,53.0,1990,8.12
Other non-communicable ,West Virginia,54.0,1990,9.43
Other non-communicable ,Wisconsin,55.0,1990,7.94
Other non-communicable ,Wyoming,56.0,1990,8.37
Other non-communicable ,United States,,1995,7.43
Other non-communicable ,Alabama,1.0,1995,8.91
Other non-communicable ,Alaska,2.0,1995,8.25
Other non-communicable ,Arizona,4.0,1995,6.99
Other non-communicable ,Arkansas,5.0,1995,8.74
Other non-communicable ,California,6.0,1995,5.94
Other non-communicable ,Colorado,8.0,1995,7.12
Other non-communicable ,Connecticut,9.0,1995,6.34
Other non-communicable ,Delaware,10.0,1995,7.89
Other non-communicable ,District of Columbia,11.0,1995,11.92
Other non-communicable ,Florida,12.0,1995,6.74
Other non-communicable ,Georgia,13.0,1995,9.18
Other non-communicable ,Hawaii,15.0,1995,6.49
Other non-communicable ,Idaho,16.0,1995,7.38
Other non-communicable ,Illinois,17.0,1995,8.18
Other non-communicable ,Indiana,18.0,1995,7.62
Other non-communicable ,Iowa,19.0,1995,6.59
Other non-communicable ,Kansas,20.0,1995,7.35
Other non-communicable ,Kentucky,21.0,1995,8.43
Other non-communicable ,Louisiana,22.0,1995,9.85
Other non-communicable ,Maine,23.0,1995,6.38
Other non-communicable ,Maryland,24.0,1995,8.30
Other non-communicable ,Massachusetts,25.0,1995,5.98
Other non-communicable ,Michigan,26.0,1995,7.64
Other non-communicable ,Minnesota,27.0,1995,6.44
Other non-communicable ,Mississippi,28.0,1995,10.35
Other non-communicable ,Missouri,29.0,1995,7.79
Other non-communicable ,Montana,30.0,1995,7.65
Other non-communicable ,Nebraska,31.0,1995,7.10
Other non-communicable ,Nevada,32.0,1995,7.54
Other non-communicable ,New Hampshire,33.0,1995,6.10
Other non-communicable ,New Jersey,34.0,1995,7.59
Other non-communicable ,New Mexico,35.0,1995,8.09
Other non-communicable ,New York,36.0,1995,6.70
Other non-communicable ,North Carolina,37.0,1995,8.25
Other non-communicable ,North Dakota,38.0,1995,6.88
Other non-communicable ,Ohio,39.0,1995,7.68
Other non-communicable ,Oklahoma,40.0,1995,8.64
Other non-communicable ,Oregon,41.0,1995,7.25
Other non-communicable ,Pennsylvania,42.0,1995,7.58
Other non-communicable ,Rhode Island,44.0,1995,6.36
Other non-communicable ,South Carolina,45.0,1995,9.01
Other non-communicable ,South Dakota,46.0,1995,7.73
Other non-communicable ,Tennessee,47.0,1995,8.36
Other non-communicable ,Texas,48.0,1995,7.84
Other non-communicable ,Utah,49.0,1995,7.41
Other non-communicable ,Vermont,50.0,1995,6.23
Other non-communicable ,Virginia,51.0,1995,8.13
Other non-communicable ,Washington,53.0,1995,7.08
Other non-communicable ,West Virginia,54.0,1995,8.62
Other non-communicable ,Wisconsin,55.0,1995,6.97
Other non-communicable ,Wyoming,56.0,1995,7.57
Other non-communicable ,United States,,2000,6.76
Other non-communicable ,Alabama,1.0,2000,8.26
Other non-communicable ,Alaska,2.0,2000,7.66
Other non-communicable ,Arizona,4.0,2000,6.34
Other non-communicable ,Arkansas,5.0,2000,8.13
Other non-communicable ,California,6.0,2000,5.44
Other non-communicable ,Colorado,8.0,2000,6.65
Other non-communicable ,Connecticut,9.0,2000,5.73
Other non-communicable ,Delaware,10.0,2000,6.90
Other non-communicable ,District of Columbia,11.0,2000,10.69
Other non-communicable ,Florida,12.0,2000,5.95
Other non-communicable ,Georgia,13.0,2000,8.28
Other non-communicable ,Hawaii,15.0,2000,6.00
Other non-communicable ,Idaho,16.0,2000,6.95
Other non-communicable ,Illinois,17.0,2000,7.14
Other non-communicable ,Indiana,18.0,2000,7.06
Other non-communicable ,Iowa,19.0,2000,6.14
Other non-communicable ,Kansas,20.0,2000,6.88
Other non-communicable ,Kentucky,21.0,2000,7.85
Other non-communicable ,Louisiana,22.0,2000,9.07
Other non-communicable ,Maine,23.0,2000,5.94
Other non-communicable ,Maryland,24.0,2000,7.34
Other non-communicable ,Massachusetts,25.0,2000,5.46
Other non-communicable ,Michigan,26.0,2000,6.86
Other non-communicable ,Minnesota,27.0,2000,6.08
Other non-communicable ,Mississippi,28.0,2000,9.59
Other non-communicable ,Missouri,29.0,2000,7.12
Other non-communicable ,Montana,30.0,2000,7.18
Other non-communicable ,Nebraska,31.0,2000,6.59
Other non-communicable ,Nevada,32.0,2000,6.67
Other non-communicable ,New Hampshire,33.0,2000,5.54
Other non-communicable ,New Jersey,34.0,2000,6.65
Other non-communicable ,New Mexico,35.0,2000,7.49
Other non-communicable ,New York,36.0,2000,5.80
Other non-communicable ,North Carolina,37.0,2000,7.51
Other non-communicable ,North Dakota,38.0,2000,6.54
Other non-communicable ,Ohio,39.0,2000,7.07
Other non-communicable ,Oklahoma,40.0,2000,8.30
Other non-communicable ,Oregon,41.0,2000,6.75
Other non-communicable ,Pennsylvania,42.0,2000,6.75
Other non-communicable ,Rhode Island,44.0,2000,5.58
Other non-communicable ,South Carolina,45.0,2000,8.18
Other non-communicable ,South Dakota,46.0,2000,7.25
Other non-communicable ,Tennessee,47.0,2000,7.72
Other non-communicable ,Texas,48.0,2000,7.19
Other non-communicable ,Utah,49.0,2000,7.02
Other non-communicable ,Vermont,50.0,2000,5.75
Other non-communicable ,Virginia,51.0,2000,7.36
Other non-communicable ,Washington,53.0,2000,6.64
Other non-communicable ,West Virginia,54.0,2000,8.15
Other non-communicable ,Wisconsin,55.0,2000,6.50
Other non-communicable ,Wyoming,56.0,2000,7.03
Other non-communicable ,United States,,2005,6.43
Other non-communicable ,Alabama,1.0,2005,8.12
Other non-communicable ,Alaska,2.0,2005,7.34
Other non-communicable ,Arizona,4.0,2005,6.04
Other non-communicable ,Arkansas,5.0,2005,8.00
Other non-communicable ,California,6.0,2005,5.11
Other non-communicable ,Colorado,8.0,2005,6.38
Other non-communicable ,Connecticut,9.0,2005,5.28
Other non-communicable ,Delaware,10.0,2005,6.64
Other non-communicable ,District of Columbia,11.0,2005,9.57
Other non-communicable ,Florida,12.0,2005,5.55
Other non-communicable ,Georgia,13.0,2005,7.86
Other non-communicable ,Hawaii,15.0,2005,5.70
Other non-communicable ,Idaho,16.0,2005,6.84
Other non-communicable ,Illinois,17.0,2005,6.61
Other non-communicable ,Indiana,18.0,2005,6.80
Other non-communicable ,Iowa,19.0,2005,6.09
Other non-communicable ,Kansas,20.0,2005,6.78
Other non-communicable ,Kentucky,21.0,2005,7.71
Other non-communicable ,Louisiana,22.0,2005,8.83
Other non-communicable ,Maine,23.0,2005,5.73
Other non-communicable ,Maryland,24.0,2005,6.67
Other non-communicable ,Massachusetts,25.0,2005,5.03
Other non-communicable ,Michigan,26.0,2005,6.60
Other non-communicable ,Minnesota,27.0,2005,5.90
Other non-communicable ,Mississippi,28.0,2005,9.42
Other non-communicable ,Missouri,29.0,2005,6.86
Other non-communicable ,Montana,30.0,2005,7.02
Other non-communicable ,Nebraska,31.0,2005,6.54
Other non-communicable ,Nevada,32.0,2005,6.30
Other non-communicable ,New Hampshire,33.0,2005,5.13
Other non-communicable ,New Jersey,34.0,2005,6.01
Other non-communicable ,New Mexico,35.0,2005,7.34
Other non-communicable ,New York,36.0,2005,5.26
Other non-communicable ,North Carolina,37.0,2005,7.18
Other non-communicable ,North Dakota,38.0,2005,6.50
Other non-communicable ,Ohio,39.0,2005,6.86
Other non-communicable ,Oklahoma,40.0,2005,8.27
Other non-communicable ,Oregon,41.0,2005,6.59
Other non-communicable ,Pennsylvania,42.0,2005,6.34
Other non-communicable ,Rhode Island,44.0,2005,5.34
Other non-communicable ,South Carolina,45.0,2005,7.65
Other non-communicable ,South Dakota,46.0,2005,7.21
Other non-communicable ,Tennessee,47.0,2005,7.55
Other non-communicable ,Texas,48.0,2005,6.90
Other non-communicable ,Utah,49.0,2005,6.86
Other non-communicable ,Vermont,50.0,2005,5.51
Other non-communicable ,Virginia,51.0,2005,6.85
Other non-communicable ,Washington,53.0,2005,6.44
Other non-communicable ,West Virginia,54.0,2005,7.98
Other non-communicable ,Wisconsin,55.0,2005,6.26
Other non-communicable ,Wyoming,56.0,2005,6.85
Other non-communicable ,United States,,2010,5.94
Other non-communicable ,Alabama,1.0,2010,7.63
Other non-communicable ,Alaska,2.0,2010,6.86
Other non-communicable ,Arizona,4.0,2010,5.63
Other non-communicable ,Arkansas,5.0,2010,7.70
Other non-communicable ,California,6.0,2010,4.66
Other non-communicable ,Colorado,8.0,2010,5.91
Other non-communicable ,Connecticut,9.0,2010,4.85
Other non-communicable ,Delaware,10.0,2010,6.12
Other non-communicable ,District of Columbia,11.0,2010,8.24
Other non-communicable ,Florida,12.0,2010,5.10
Other non-communicable ,Georgia,13.0,2010,7.34
Other non-communicable ,Hawaii,15.0,2010,5.21
Other non-communicable ,Idaho,16.0,2010,6.46
Other non-communicable ,Illinois,17.0,2010,5.94
Other non-communicable ,Indiana,18.0,2010,6.39
Other non-communicable ,Iowa,19.0,2010,5.78
Other non-communicable ,Kansas,20.0,2010,6.38
Other non-communicable ,Kentucky,21.0,2010,7.23
Other non-communicable ,Louisiana,22.0,2010,8.22
Other non-communicable ,Maine,23.0,2010,5.43
Other non-communicable ,Maryland,24.0,2010,6.04
Other non-communicable ,Massachusetts,25.0,2010,4.61
Other non-communicable ,Michigan,26.0,2010,6.16
Other non-communicable ,Minnesota,27.0,2010,5.61
Other non-communicable ,Mississippi,28.0,2010,8.98
Other non-communicable ,Missouri,29.0,2010,6.44
Other non-communicable ,Montana,30.0,2010,6.60
Other non-communicable ,Nebraska,31.0,2010,6.21
Other non-communicable ,Nevada,32.0,2010,5.69
Other non-communicable ,New Hampshire,33.0,2010,4.71
Other non-communicable ,New Jersey,34.0,2010,5.37
Other non-communicable ,New Mexico,35.0,2010,6.92
Other non-communicable ,New York,36.0,2010,4.63
Other non-communicable ,North Carolina,37.0,2010,6.66
Other non-communicable ,North Dakota,38.0,2010,6.19
Other non-communicable ,Ohio,39.0,2010,6.50
Other non-communicable ,Oklahoma,40.0,2010,7.83
Other non-communicable ,Oregon,41.0,2010,6.09
Other non-communicable ,Pennsylvania,42.0,2010,5.76
Other non-communicable ,Rhode Island,44.0,2010,4.76
Other non-communicable ,South Carolina,45.0,2010,7.04
Other non-communicable ,South Dakota,46.0,2010,6.80
Other non-communicable ,Tennessee,47.0,2010,7.11
Other non-communicable ,Texas,48.0,2010,6.36
Other non-communicable ,Utah,49.0,2010,6.31
Other non-communicable ,Vermont,50.0,2010,5.18
Other non-communicable ,Virginia,51.0,2010,6.29
Other non-communicable ,Washington,53.0,2010,5.94
Other non-communicable ,West Virginia,54.0,2010,7.51
Other non-communicable ,Wisconsin,55.0,2010,5.93
Other non-communicable ,Wyoming,56.0,2010,6.42
Other non-communicable ,United States,,2014,5.84
Other non-communicable ,Alabama,1.0,2014,7.60
Other non-communicable ,Alaska,2.0,2014,6.74
Other non-communicable ,Arizona,4.0,2014,5.64
Other non-communicable ,Arkansas,5.0,2014,7.78
Other non-communicable ,California,6.0,2014,4.46
Other non-communicable ,Colorado,8.0,2014,5.78
Other non-communicable ,Connecticut,9.0,2014,4.78
Other non-communicable ,Delaware,10.0,2014,5.91
Other non-communicable ,District of Columbia,11.0,2014,8.07
Other non-communicable ,Florida,12.0,2014,4.91
Other non-communicable ,Georgia,13.0,2014,7.21
Other non-communicable ,Hawaii,15.0,2014,5.09
Other non-communicable ,Idaho,16.0,2014,6.43
Other non-communicable ,Illinois,17.0,2014,5.86
Other non-communicable ,Indiana,18.0,2014,6.37
Other non-communicable ,Iowa,19.0,2014,5.73
Other non-communicable ,Kansas,20.0,2014,6.40
Other non-communicable ,Kentucky,21.0,2014,7.21
Other non-communicable ,Louisiana,22.0,2014,8.31
Other non-communicable ,Maine,23.0,2014,5.38
Other non-communicable ,Maryland,24.0,2014,5.85
Other non-communicable ,Massachusetts,25.0,2014,4.48
Other non-communicable ,Michigan,26.0,2014,6.02
Other non-communicable ,Minnesota,27.0,2014,5.54
Other non-communicable ,Mississippi,28.0,2014,9.09
Other non-communicable ,Missouri,29.0,2014,6.37
Other non-communicable ,Montana,30.0,2014,6.61
Other non-communicable ,Nebraska,31.0,2014,6.22
Other non-communicable ,Nevada,32.0,2014,5.59
Other non-communicable ,New Hampshire,33.0,2014,4.66
Other non-communicable ,New Jersey,34.0,2014,5.14
Other non-communicable ,New Mexico,35.0,2014,6.97
Other non-communicable ,New York,36.0,2014,4.49
Other non-communicable ,North Carolina,37.0,2014,6.55
Other non-communicable ,North Dakota,38.0,2014,6.19
Other non-communicable ,Ohio,39.0,2014,6.45
Other non-communicable ,Oklahoma,40.0,2014,7.87
Other non-communicable ,Oregon,41.0,2014,5.98
Other non-communicable ,Pennsylvania,42.0,2014,5.65
Other non-communicable ,Rhode Island,44.0,2014,4.87
Other non-communicable ,South Carolina,45.0,2014,6.86
Other non-communicable ,South Dakota,46.0,2014,6.79
Other non-communicable ,Tennessee,47.0,2014,7.14
Other non-communicable ,Texas,48.0,2014,6.31
Other non-communicable ,Utah,49.0,2014,6.32
Other non-communicable ,Vermont,50.0,2014,5.06
Other non-communicable ,Virginia,51.0,2014,6.17
Other non-communicable ,Washington,53.0,2014,5.74
Other non-communicable ,West Virginia,54.0,2014,7.58
Other non-communicable ,Wisconsin,55.0,2014,5.84
Other non-communicable ,Wyoming,56.0,2014,6.43
Transport injuries,United States,,1980,25.24
Transport injuries,Alabama,1.0,1980,33.43
Transport injuries,Alaska,2.0,1980,48.30
Transport injuries,Arizona,4.0,1980,35.71
Transport injuries,Arkansas,5.0,1980,31.38
Transport injuries,California,6.0,1980,25.47
Transport injuries,Colorado,8.0,1980,27.34
Transport injuries,Connecticut,9.0,1980,20.49
Transport injuries,Delaware,10.0,1980,25.86
Transport injuries,District of Columbia,11.0,1980,16.08
Transport injuries,Florida,12.0,1980,31.96
Transport injuries,Georgia,13.0,1980,31.22
Transport injuries,Hawaii,15.0,1980,19.60
Transport injuries,Idaho,16.0,1980,34.67
Transport injuries,Illinois,17.0,1980,20.81
Transport injuries,Indiana,18.0,1980,24.42
Transport injuries,Iowa,19.0,1980,23.24
Transport injuries,Kansas,20.0,1980,26.31
Transport injuries,Kentucky,21.0,1980,26.73
Transport injuries,Louisiana,22.0,1980,30.33
Transport injuries,Maine,23.0,1980,23.87
Transport injuries,Maryland,24.0,1980,22.68
Transport injuries,Massachusetts,25.0,1980,17.72
Transport injuries,Michigan,26.0,1980,22.88
Transport injuries,Minnesota,27.0,1980,21.67
Transport injuries,Mississippi,28.0,1980,36.89
Transport injuries,Missouri,29.0,1980,25.98
Transport injuries,Montana,30.0,1980,36.41
Transport injuries,Nebraska,31.0,1980,24.07
Transport injuries,Nevada,32.0,1980,36.13
Transport injuries,New Hampshire,33.0,1980,21.55
Transport injuries,New Jersey,34.0,1980,19.51
Transport injuries,New Mexico,35.0,1980,41.45
Transport injuries,New York,36.0,1980,18.59
Transport injuries,North Carolina,37.0,1980,29.55
Transport injuries,North Dakota,38.0,1980,24.65
Transport injuries,Ohio,39.0,1980,21.29
Transport injuries,Oklahoma,40.0,1980,31.72
Transport injuries,Oregon,41.0,1980,29.43
Transport injuries,Pennsylvania,42.0,1980,20.82
Transport injuries,Rhode Island,44.0,1980,15.78
Transport injuries,South Carolina,45.0,1980,33.49
Transport injuries,South Dakota,46.0,1980,30.24
Transport injuries,Tennessee,47.0,1980,29.41
Transport injuries,Texas,48.0,1980,29.68
Transport injuries,Utah,49.0,1980,29.07
Transport injuries,Vermont,50.0,1980,24.22
Transport injuries,Virginia,51.0,1980,22.69
Transport injuries,Washington,53.0,1980,26.44
Transport injuries,West Virginia,54.0,1980,28.73
Transport injuries,Wisconsin,55.0,1980,21.46
Transport injuries,Wyoming,56.0,1980,39.84
Transport injuries,United States,,1985,22.07
Transport injuries,Alabama,1.0,1985,30.47
Transport injuries,Alaska,2.0,1985,39.49
Transport injuries,Arizona,4.0,1985,29.88
Transport injuries,Arkansas,5.0,1985,29.14
Transport injuries,California,6.0,1985,21.69
Transport injuries,Colorado,8.0,1985,22.94
Transport injuries,Connecticut,9.0,1985,17.36
Transport injuries,Delaware,10.0,1985,22.59
Transport injuries,District of Columbia,11.0,1985,14.97
Transport injuries,Florida,12.0,1985,27.31
Transport injuries,Georgia,13.0,1985,27.65
Transport injuries,Hawaii,15.0,1985,16.45
Transport injuries,Idaho,16.0,1985,30.04
Transport injuries,Illinois,17.0,1985,18.07
Transport injuries,Indiana,18.0,1985,21.67
Transport injuries,Iowa,19.0,1985,20.48
Transport injuries,Kansas,20.0,1985,23.53
Transport injuries,Kentucky,21.0,1985,24.45
Transport injuries,Louisiana,22.0,1985,26.76
Transport injuries,Maine,23.0,1985,21.09
Transport injuries,Maryland,24.0,1985,19.94
Transport injuries,Massachusetts,25.0,1985,14.98
Transport injuries,Michigan,26.0,1985,20.37
Transport injuries,Minnesota,27.0,1985,18.94
Transport injuries,Mississippi,28.0,1985,34.08
Transport injuries,Missouri,29.0,1985,23.08
Transport injuries,Montana,30.0,1985,31.99
Transport injuries,Nebraska,31.0,1985,21.35
Transport injuries,Nevada,32.0,1985,28.72
Transport injuries,New Hampshire,33.0,1985,18.55
Transport injuries,New Jersey,34.0,1985,16.76
Transport injuries,New Mexico,35.0,1985,35.67
Transport injuries,New York,36.0,1985,15.89
Transport injuries,North Carolina,37.0,1985,26.25
Transport injuries,North Dakota,38.0,1985,21.72
Transport injuries,Ohio,39.0,1985,18.46
Transport injuries,Oklahoma,40.0,1985,27.36
Transport injuries,Oregon,41.0,1985,25.42
Transport injuries,Pennsylvania,42.0,1985,18.24
Transport injuries,Rhode Island,44.0,1985,13.44
Transport injuries,South Carolina,45.0,1985,30.30
Transport injuries,South Dakota,46.0,1985,26.78
Transport injuries,Tennessee,47.0,1985,26.86
Transport injuries,Texas,48.0,1985,25.37
Transport injuries,Utah,49.0,1985,24.63
Transport injuries,Vermont,50.0,1985,20.69
Transport injuries,Virginia,51.0,1985,19.65
Transport injuries,Washington,53.0,1985,21.85
Transport injuries,West Virginia,54.0,1985,25.81
Transport injuries,Wisconsin,55.0,1985,18.78
Transport injuries,Wyoming,56.0,1985,33.55
Transport injuries,United States,,1990,20.68
Transport injuries,Alabama,1.0,1990,30.88
Transport injuries,Alaska,2.0,1990,34.80
Transport injuries,Arizona,4.0,1990,26.81
Transport injuries,Arkansas,5.0,1990,29.18
Transport injuries,California,6.0,1990,19.67
Transport injuries,Colorado,8.0,1990,20.85
Transport injuries,Connecticut,9.0,1990,15.45
Transport injuries,Delaware,10.0,1990,21.31
Transport injuries,District of Columbia,11.0,1990,13.43
Transport injuries,Florida,12.0,1990,24.01
Transport injuries,Georgia,13.0,1990,25.86
Transport injuries,Hawaii,15.0,1990,15.87
Transport injuries,Idaho,16.0,1990,28.53
Transport injuries,Illinois,17.0,1990,17.38
Transport injuries,Indiana,18.0,1990,20.88
Transport injuries,Iowa,19.0,1990,19.63
Transport injuries,Kansas,20.0,1990,22.60
Transport injuries,Kentucky,21.0,1990,24.72
Transport injuries,Louisiana,22.0,1990,26.28
Transport injuries,Maine,23.0,1990,19.90
Transport injuries,Maryland,24.0,1990,17.86
Transport injuries,Massachusetts,25.0,1990,13.02
Transport injuries,Michigan,26.0,1990,19.01
Transport injuries,Minnesota,27.0,1990,17.36
Transport injuries,Mississippi,28.0,1990,34.49
Transport injuries,Missouri,29.0,1990,22.45
Transport injuries,Montana,30.0,1990,31.19
Transport injuries,Nebraska,31.0,1990,20.63
Transport injuries,Nevada,32.0,1990,26.60
Transport injuries,New Hampshire,33.0,1990,16.96
Transport injuries,New Jersey,34.0,1990,14.81
Transport injuries,New Mexico,35.0,1990,32.40
Transport injuries,New York,36.0,1990,14.72
Transport injuries,North Carolina,37.0,1990,24.73
Transport injuries,North Dakota,38.0,1990,21.42
Transport injuries,Ohio,39.0,1990,17.62
Transport injuries,Oklahoma,40.0,1990,27.16
Transport injuries,Oregon,41.0,1990,22.38
Transport injuries,Pennsylvania,42.0,1990,17.42
Transport injuries,Rhode Island,44.0,1990,12.48
Transport injuries,South Carolina,45.0,1990,29.16
Transport injuries,South Dakota,46.0,1990,26.12
Transport injuries,Tennessee,47.0,1990,26.48
Transport injuries,Texas,48.0,1990,23.12
Transport injuries,Utah,49.0,1990,21.88
Transport injuries,Vermont,50.0,1990,19.28
Transport injuries,Virginia,51.0,1990,18.28
Transport injuries,Washington,53.0,1990,19.90
Transport injuries,West Virginia,54.0,1990,26.42
Transport injuries,Wisconsin,55.0,1990,18.04
Transport injuries,Wyoming,56.0,1990,32.66
Transport injuries,United States,,1995,19.12
Transport injuries,Alabama,1.0,1995,29.58
Transport injuries,Alaska,2.0,1995,31.26
Transport injuries,Arizona,4.0,1995,24.46
Transport injuries,Arkansas,5.0,1995,28.51
Transport injuries,California,6.0,1995,16.81
Transport injuries,Colorado,8.0,1995,20.01
Transport injuries,Connecticut,9.0,1995,13.57
Transport injuries,Delaware,10.0,1995,19.13
Transport injuries,District of Columbia,11.0,1995,12.72
Transport injuries,Florida,12.0,1995,21.98
Transport injuries,Georgia,13.0,1995,23.78
Transport injuries,Hawaii,15.0,1995,14.75
Transport injuries,Idaho,16.0,1995,26.13
Transport injuries,Illinois,17.0,1995,16.16
Transport injuries,Indiana,18.0,1995,19.58
Transport injuries,Iowa,19.0,1995,18.74
Transport injuries,Kansas,20.0,1995,21.31
Transport injuries,Kentucky,21.0,1995,24.32
Transport injuries,Louisiana,22.0,1995,25.14
Transport injuries,Maine,23.0,1995,18.66
Transport injuries,Maryland,24.0,1995,16.03
Transport injuries,Massachusetts,25.0,1995,10.99
Transport injuries,Michigan,26.0,1995,18.00
Transport injuries,Minnesota,27.0,1995,16.22
Transport injuries,Mississippi,28.0,1995,34.26
Transport injuries,Missouri,29.0,1995,21.90
Transport injuries,Montana,30.0,1995,29.35
Transport injuries,Nebraska,31.0,1995,19.59
Transport injuries,Nevada,32.0,1995,22.48
Transport injuries,New Hampshire,33.0,1995,15.18
Transport injuries,New Jersey,34.0,1995,13.15
Transport injuries,New Mexico,35.0,1995,29.93
Transport injuries,New York,36.0,1995,12.39
Transport injuries,North Carolina,37.0,1995,23.29
Transport injuries,North Dakota,38.0,1995,20.34
Transport injuries,Ohio,39.0,1995,16.29
Transport injuries,Oklahoma,40.0,1995,26.11
Transport injuries,Oregon,41.0,1995,20.66
Transport injuries,Pennsylvania,42.0,1995,16.20
Transport injuries,Rhode Island,44.0,1995,11.12
Transport injuries,South Carolina,45.0,1995,27.47
Transport injuries,South Dakota,46.0,1995,24.96
Transport injuries,Tennessee,47.0,1995,25.83
Transport injuries,Texas,48.0,1995,21.55
Transport injuries,Utah,49.0,1995,20.46
Transport injuries,Vermont,50.0,1995,17.82
Transport injuries,Virginia,51.0,1995,16.90
Transport injuries,Washington,53.0,1995,17.09
Transport injuries,West Virginia,54.0,1995,25.50
Transport injuries,Wisconsin,55.0,1995,17.10
Transport injuries,Wyoming,56.0,1995,31.06
Transport injuries,United States,,2000,18.33
Transport injuries,Alabama,1.0,2000,29.08
Transport injuries,Alaska,2.0,2000,26.22
Transport injuries,Arizona,4.0,2000,22.76
Transport injuries,Arkansas,5.0,2000,28.29
Transport injuries,California,6.0,2000,14.93
Transport injuries,Colorado,8.0,2000,19.53
Transport injuries,Connecticut,9.0,2000,12.84
Transport injuries,Delaware,10.0,2000,19.02
Transport injuries,District of Columbia,11.0,2000,12.55
Transport injuries,Florida,12.0,2000,21.63
Transport injuries,Georgia,13.0,2000,23.20
Transport injuries,Hawaii,15.0,2000,13.49
Transport injuries,Idaho,16.0,2000,23.83
Transport injuries,Illinois,17.0,2000,15.30
Transport injuries,Indiana,18.0,2000,18.78
